day,avg_energy,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,WindGustKmph,cloudcover,humidity,precipMM,pressure,visibility,winddirDegree,IsBankHoliday
2013-06-11,8.458819577203817,16.0,5.0,0.0,12.6,3.0,18.0,20.0,78.0,90.0,1.2,1014,5.0,159,0
2013-06-12,8.666901835294118,18.0,13.0,0.0,12.6,4.0,25.0,29.0,95.0,91.0,1.1,1011,8.0,197,0
2013-06-13,8.54384331740921,17.0,12.0,0.0,13.4,3.0,31.0,31.0,80.0,84.0,2.1,1011,9.0,228,0
2013-06-14,8.204286276146789,18.0,7.0,0.0,15.8,4.0,38.0,22.0,51.0,74.0,0.0,1016,9.0,202,0
2013-06-15,8.652165605470215,17.0,11.0,0.0,15.8,3.0,45.0,30.0,60.0,79.0,5.7,1009,9.0,218,1
2013-06-16,8.825882187900355,17.0,10.0,0.0,16.6,4.0,52.0,16.0,51.0,75.0,0.9,1014,8.0,200,1
2013-06-17,8.224522854533532,19.0,10.0,0.0,16.8,5.0,58.0,22.0,34.0,75.0,0.4,1014,9.0,71,0
2013-06-18,8.20618845934807,22.0,11.0,0.0,14.2,4.0,65.0,13.0,65.0,89.0,4.8,1014,9.0,131,0
2013-06-19,8.032086533489418,27.0,14.0,0.0,16.6,5.0,72.0,9.0,54.0,83.0,0.2,1015,7.0,218,0
2013-06-20,8.1996571750281,20.0,14.0,0.0,12.6,4.0,79.0,12.0,92.0,94.0,4.8,1012,8.0,130,0
2013-06-21,8.08216469876335,21.0,12.0,0.0,13.4,4.0,85.0,17.0,68.0,87.0,6.6,1010,7.0,232,0
2013-06-22,8.413209815998501,16.0,11.0,0.0,12.6,3.0,92.0,31.0,81.0,90.0,1.3,1007,8.0,208,1
2013-06-23,9.00841087190253,16.0,12.0,0.0,13.4,3.0,99.0,30.0,82.0,85.0,1.9,1009,10.0,252,1
2013-06-24,8.419859553665855,17.0,8.0,0.0,15.0,3.0,94.0,19.0,58.0,78.0,1.1,1022,10.0,295,0
2013-06-25,8.163875350834115,19.0,8.0,0.0,16.8,5.0,87.0,13.0,25.0,70.0,0.1,1029,9.0,291,0
2013-06-26,8.036278860813344,20.0,9.0,0.0,15.0,4.0,81.0,11.0,56.0,75.0,1.4,1030,10.0,307,0
2013-06-27,8.103375796384414,20.0,11.0,0.0,14.2,4.0,74.0,13.0,71.0,78.0,1.4,1026,7.0,264,0
2013-06-28,8.29101761577961,20.0,11.0,0.0,12.6,4.0,67.0,15.0,97.0,92.0,5.6,1020,5.0,283,0
2013-06-29,8.108062805605549,21.0,12.0,0.0,15.8,4.0,60.0,15.0,56.0,72.0,0.6,1022,9.0,313,1
2013-06-30,8.462441799962512,25.0,12.0,0.0,16.7,6.0,54.0,20.0,34.0,75.0,0.0,1022,9.0,260,1
2013-07-01,8.115509840618557,19.0,11.0,0.0,13.4,4.0,47.0,16.0,65.0,75.0,0.1,1017,8.0,265,0
2013-07-02,8.248033919715143,21.0,10.0,0.0,14.2,4.0,40.0,16.0,68.0,77.0,0.1,1011,9.0,201,0
2013-07-03,8.195046502775174,21.0,13.0,0.0,14.2,4.0,33.0,18.0,70.0,81.0,2.7,1009,9.0,256,0
2013-07-04,8.014322513714822,22.0,10.0,0.0,15.0,4.0,26.0,19.0,52.0,81.0,0.7,1019,7.0,241,0
2013-07-05,7.970279594175123,25.0,11.0,0.0,16.6,6.0,20.0,12.0,41.0,77.0,0.0,1028,7.0,144,0
2013-07-06,7.997509498213279,28.0,12.0,0.0,16.7,6.0,13.0,9.0,17.0,73.0,0.0,1029,8.0,128,1
2013-07-07,8.339931338431152,28.0,16.0,0.0,16.7,7.0,6.0,12.0,4.0,72.0,0.0,1031,8.0,104,1
2013-07-08,7.968517494300226,25.0,13.0,0.0,16.6,6.0,1.0,19.0,33.0,75.0,0.0,1032,8.0,42,0
2013-07-09,7.865052700263504,26.0,11.0,0.0,16.6,6.0,7.0,16.0,27.0,66.0,0.0,1028,8.0,41,0
2013-07-10,7.847244306568793,24.0,12.0,0.0,16.6,5.0,14.0,18.0,12.0,72.0,0.2,1025,9.0,30,0
2013-07-11,7.770923626787058,22.0,8.0,0.0,16.6,5.0,21.0,14.0,39.0,75.0,0.0,1025,8.0,37,0
2013-07-12,7.815935417510826,25.0,9.0,0.0,16.6,6.0,28.0,9.0,41.0,74.0,0.0,1025,8.0,48,0
2013-07-13,7.942879684202598,30.0,14.0,0.0,16.5,6.0,34.0,10.0,10.0,70.0,1.1,1024,10.0,140,1
2013-07-14,8.329978903635336,29.0,17.0,0.0,16.1,6.0,41.0,11.0,17.0,70.0,3.3,1024,10.0,210,1
2013-07-15,8.066557648662396,31.0,18.0,0.0,16.1,7.0,48.0,9.0,23.0,62.0,0.0,1023,10.0,211,0
2013-07-16,8.023428248794728,32.0,18.0,0.0,16.1,7.0,55.0,8.0,17.0,62.0,0.0,1023,10.0,139,0
2013-07-17,8.072887361292146,30.0,17.0,0.0,16.1,6.0,62.0,9.0,19.0,62.0,0.9,1024,10.0,131,0
2013-07-18,8.00012283381688,27.0,16.0,0.0,16.0,6.0,68.0,15.0,4.0,67.0,0.0,1026,10.0,50,0
2013-07-19,7.876776794236203,26.0,13.0,0.0,16.0,6.0,75.0,18.0,15.0,69.0,0.0,1025,9.0,59,0
2013-07-20,8.01356375908834,21.0,14.0,0.0,12.9,4.0,82.0,20.0,81.0,82.0,0.3,1023,8.0,52,1
2013-07-21,8.193773463644929,27.0,13.0,0.0,16.0,5.0,89.0,15.0,43.0,76.0,0.4,1019,8.0,61,1
2013-07-22,8.178838860648321,31.0,16.0,0.0,15.9,6.0,95.0,15.0,11.0,70.0,2.6,1016,9.0,125,0
2013-07-23,8.221957390497739,29.0,18.0,0.0,15.9,5.0,98.0,14.0,45.0,74.0,7.25,1014,9.0,151,0
2013-07-24,7.879713207169812,26.0,15.0,0.0,15.9,6.0,91.0,15.0,19.0,70.0,0.0,1014,10.0,228,0
2013-07-25,7.973942085757405,25.0,15.0,0.0,13.5,5.0,84.0,17.0,30.0,73.0,0.4,1013,8.0,190,0
2013-07-26,7.936591656314896,26.0,13.0,0.0,11.6,5.0,77.0,7.0,47.0,70.0,0.5,1012,10.0,192,0
2013-07-27,8.07355880734378,27.0,14.0,0.0,12.5,5.0,71.0,8.0,51.0,72.0,3.9,1007,10.0,150,1
2013-07-28,8.191858761858006,23.0,13.0,0.0,14.5,6.0,64.0,27.0,50.0,74.0,2.2,1007,10.0,205,1
2013-07-29,7.9075539192068,23.0,15.0,0.0,13.5,5.0,57.0,26.0,43.0,76.0,6.5,1011,9.0,207,0
2013-07-30,7.99981715081224,20.0,14.0,0.0,10.6,4.0,50.0,21.0,74.0,92.0,5.1,1014,9.0,215,0
2013-07-31,7.959776351171137,25.0,14.0,0.0,12.5,5.0,44.0,20.0,50.0,84.0,0.9,1015,8.0,216,0
2013-08-01,7.913224153902854,31.0,15.0,0.0,14.5,7.0,37.0,20.0,33.0,71.0,0.0,1010,8.0,163,0
2013-08-02,7.983150312232937,26.0,17.0,0.0,14.5,5.0,30.0,17.0,18.0,74.0,0.3,1009,10.0,210,0
2013-08-03,7.741152230937972,23.0,14.0,0.0,14.5,5.0,23.0,22.0,20.0,68.0,0.5,1015,10.0,212,1
2013-08-04,8.073183503821415,23.0,13.0,0.0,12.5,5.0,17.0,21.0,58.0,71.0,0.0,1019,9.0,199,1
2013-08-05,8.000883719852524,25.0,16.0,0.0,12.5,5.0,10.0,19.0,64.0,73.0,2.7,1012,8.0,186,0
2013-08-06,7.714011163557238,23.0,12.0,0.0,12.5,4.0,3.0,10.0,47.0,70.0,0.1,1015,9.0,244,0
2013-08-07,7.633053588051505,22.0,13.0,0.0,11.4,4.0,4.0,16.0,48.0,67.0,0.0,1014,9.0,49,0
2013-08-08,7.667106629147726,25.0,12.0,0.0,14.5,6.0,11.0,11.0,16.0,64.0,0.1,1019,10.0,119,0
2013-08-09,7.693744886590909,23.0,13.0,0.0,11.4,4.0,17.0,19.0,60.0,71.0,0.9,1019,10.0,255,0
2013-08-10,7.703308085930694,20.0,12.0,0.0,13.5,4.0,24.0,13.0,45.0,63.0,0.2,1022,10.0,283,1
2013-08-11,8.01772023505584,22.0,13.0,0.0,13.5,4.0,31.0,17.0,49.0,68.0,0.2,1018,9.0,261,1
2013-08-12,7.782435392610837,20.0,12.0,0.0,11.4,4.0,38.0,17.0,49.0,65.0,0.3,1017,10.0,285,0
2013-08-13,7.736230055599773,21.0,10.0,0.0,13.5,4.0,44.0,17.0,29.0,71.0,0.2,1021,9.0,294,0
2013-08-14,7.710560522371662,23.0,12.0,0.0,11.3,4.0,51.0,12.0,52.0,73.0,0.3,1023,9.0,245,0
2013-08-15,7.800674369615458,25.0,16.0,0.0,10.3,5.0,58.0,21.0,64.0,76.0,1.1,1019,8.0,220,0
2013-08-16,7.855648540848807,21.0,15.0,0.0,11.3,4.0,65.0,19.0,67.0,88.0,6.5,1015,8.0,208,0
2013-08-17,8.007896204819735,23.0,13.0,0.0,12.4,4.0,72.0,24.0,38.0,79.0,0.5,1013,7.0,218,1
2013-08-18,8.20290707031547,23.0,15.0,0.0,12.4,4.0,78.0,19.0,55.0,74.0,0.7,1010,10.0,235,1
2013-08-19,7.80935943712222,22.0,12.0,0.0,14.5,5.0,85.0,16.0,21.0,66.0,0.0,1019,9.0,297,0
2013-08-20,7.660681291016145,23.0,12.0,0.0,14.5,6.0,92.0,10.0,29.0,65.0,0.0,1027,10.0,255,0
2013-08-21,7.680573869711356,26.0,13.0,0.0,14.5,6.0,99.0,11.0,19.0,68.0,0.0,1024,10.0,227,0
2013-08-22,8.043843435626068,24.0,16.0,0.0,12.3,5.0,95.0,9.0,62.0,82.0,7.25,1020,7.0,165,0
2013-08-23,7.820229962935465,26.0,15.0,0.0,13.4,5.0,88.0,16.0,61.0,75.0,0.0,1015,6.0,111,0
2013-08-24,8.263016376728242,18.0,15.0,0.0,9.9,4.0,81.0,18.0,86.0,92.0,7.25,1010,8.0,277,1
2013-08-25,8.117698534164921,22.0,13.0,0.0,9.3,4.0,74.0,21.0,67.0,85.0,7.25,1013,8.0,147,1
2013-08-26,8.141032761771429,24.0,14.0,0.0,10.4,5.0,68.0,15.0,49.0,78.0,0.3,1018,7.0,82,1
2013-08-27,7.889872214587698,25.0,13.0,0.0,11.6,5.0,61.0,11.0,2.0,70.0,0.0,1018,8.0,103,0
2013-08-28,7.810404607996953,26.0,15.0,0.0,11.6,6.0,54.0,8.0,8.0,70.0,0.0,1022,10.0,125,0
2013-08-29,7.747788270753998,24.0,14.0,0.0,10.4,5.0,47.0,13.0,33.0,71.0,0.0,1022,9.0,264,0
2013-08-30,7.855049885700685,23.0,15.0,0.0,10.4,5.0,40.0,16.0,47.0,78.0,0.1,1020,9.0,245,0
2013-08-31,7.924299237961905,21.0,14.0,0.0,11.6,5.0,34.0,18.0,34.0,67.0,0.0,1025,8.0,331,1
2013-09-01,8.419483519451324,21.0,10.0,0.0,11.6,5.0,27.0,17.0,33.0,63.0,0.0,1029,10.0,287,1
2013-09-02,8.025300323481241,24.0,10.0,0.0,11.6,4.0,20.0,17.0,13.0,77.0,0.0,1027,8.0,286,0
2013-09-03,8.021214435059989,25.0,15.0,0.0,9.1,5.0,13.0,9.0,35.0,80.0,0.1,1027,7.0,187,0
2013-09-04,8.030170698475901,28.0,15.0,0.0,11.6,5.0,7.0,11.0,9.0,79.0,0.0,1021,7.0,137,0
2013-09-05,8.071030106497714,29.0,17.0,0.0,11.6,5.0,0.0,8.0,9.0,73.0,3.4,1012,7.0,170,0
2013-09-06,8.301362960061034,18.0,13.0,0.0,10.3,4.0,7.0,14.0,44.0,82.0,7.25,1009,8.0,247,0
2013-09-07,8.313834667391305,18.0,10.0,0.0,10.3,4.0,14.0,18.0,30.0,76.0,1.4,1014,10.0,187,1
2013-09-08,8.840215211303851,17.0,9.0,0.0,9.1,3.0,21.0,14.0,33.0,80.0,1.0,1018,6.0,208,1
2013-09-09,8.788974642383222,14.0,9.0,0.0,7.8,3.0,27.0,13.0,47.0,94.0,6.7,1016,4.0,178,0
2013-09-10,8.718351516078581,16.0,8.0,0.0,9.0,3.0,34.0,23.0,69.0,84.0,0.9,1020,7.0,310,0
2013-09-11,8.839153977714178,15.0,9.0,0.0,6.5,3.0,41.0,20.0,72.0,85.0,1.3,1021,7.0,318,0
2013-09-12,8.56575233891541,19.0,10.0,0.0,7.7,4.0,48.0,8.0,80.0,85.0,0.4,1019,7.0,240,0
2013-09-13,8.829404047374451,21.0,15.0,0.0,6.4,4.0,54.0,9.0,92.0,90.0,7.25,1017,8.0,232,0
2013-09-14,9.29198262381134,16.0,8.0,0.0,9.0,3.0,61.0,18.0,67.0,87.0,7.25,1015,8.0,251,1
2013-09-15,9.889957584581582,14.0,7.0,0.0,7.7,3.0,68.0,27.0,49.0,85.0,0.8,1010,7.0,241,1
2013-09-16,8.952600993502772,14.0,7.0,0.0,11.6,3.0,75.0,27.0,19.0,76.0,0.5,1003,10.0,260,0
2013-09-17,9.242429090538993,14.0,7.0,0.0,7.7,3.0,81.0,20.0,61.0,84.0,1.9,1000,8.0,238,0
2013-09-18,8.878986432486146,15.0,9.0,0.0,11.6,3.0,88.0,17.0,45.0,80.0,0.6,1003,8.0,311,0
2013-09-19,9.116968037282296,17.0,7.0,0.0,7.6,3.0,95.0,23.0,65.0,87.0,1.3,1010,5.0,245,0
2013-09-20,8.800316232235835,22.0,8.0,0.0,11.6,3.0,98.0,14.0,34.0,83.0,0.0,1018,8.0,279,0
2013-09-21,9.04583946362069,18.0,9.0,0.0,6.3,3.0,91.0,16.0,71.0,90.0,0.7,1024,7.0,229,1
2013-09-22,9.5127087561027,22.0,13.0,0.0,11.6,4.0,85.0,11.0,53.0,89.0,0.1,1027,5.0,250,1
2013-09-23,8.81850565127419,23.0,11.0,0.0,8.8,4.0,78.0,9.0,47.0,87.0,0.0,1024,6.0,158,0
2013-09-24,8.517794253429118,23.0,10.0,0.0,11.6,4.0,71.0,9.0,35.0,85.0,0.0,1016,6.0,120,0
2013-09-25,8.55819578480843,22.0,9.0,0.0,11.6,4.0,64.0,6.0,55.0,84.0,0.0,1012,7.0,110,0
2013-09-26,8.628415899827585,19.0,12.0,0.0,11.6,4.0,58.0,16.0,48.0,81.0,0.0,1016,7.0,64,0
2013-09-27,8.526264570437117,18.0,10.0,0.0,11.6,3.0,51.0,18.0,19.0,80.0,0.0,1016,8.0,82,0
2013-09-28,8.996351025445486,20.0,11.0,0.0,10.2,4.0,44.0,25.0,45.0,75.0,0.0,1010,10.0,78,1
2013-09-29,9.4408526540525,18.0,12.0,0.0,11.6,5.0,37.0,24.0,32.0,74.0,0.0,1007,10.0,60,1
2013-09-30,8.845674203315447,20.0,12.0,0.0,11.4,4.0,30.0,19.0,59.0,81.0,0.4,1007,7.0,80,0
2013-10-01,8.918944336756239,18.0,11.0,0.0,7.2,4.0,24.0,21.0,65.0,79.0,0.0,1009,9.0,95,0
2013-10-02,8.92958875396277,20.0,14.0,0.0,8.6,4.0,17.0,19.0,82.0,84.0,0.9,1011,9.0,130,0
2013-10-03,8.880879439086197,18.0,14.0,0.0,7.1,4.0,10.0,24.0,81.0,91.0,1.3,1009,7.0,135,0
2013-10-04,8.70288308711845,19.0,15.0,0.0,5.6,4.0,3.0,25.0,77.0,89.0,0.7,1009,9.0,193,0
2013-10-05,9.15231432281106,19.0,13.0,0.0,11.2,4.0,3.0,10.0,55.0,84.0,0.3,1019,7.0,300,1
2013-10-06,9.376811946388782,19.0,11.0,0.0,11.2,5.0,10.0,11.0,18.0,77.0,0.0,1025,10.0,259,1
2013-10-07,8.94882155080676,20.0,10.0,0.0,10.1,4.0,17.0,13.0,41.0,83.0,0.0,1025,7.0,236,0
2013-10-08,8.768964841191163,21.0,13.0,0.0,10.1,4.0,24.0,16.0,62.0,86.0,0.0,1024,6.0,252,0
2013-10-09,8.94084204544581,15.0,9.0,0.0,8.6,3.0,30.0,21.0,70.0,83.0,0.2,1020,6.0,288,0
2013-10-10,9.295057805761475,12.0,6.0,0.0,8.6,2.0,37.0,34.0,43.0,70.0,0.0,1018,10.0,321,0
2013-10-11,9.8737308507775,13.0,7.0,0.0,7.0,3.0,44.0,37.0,77.0,86.0,7.25,1017,9.0,134,0
2013-10-12,9.597023808870969,13.0,9.0,0.0,10.1,3.0,51.0,19.0,66.0,83.0,6.5,1018,9.0,114,1
2013-10-13,10.967507297637342,12.0,8.0,0.0,7.0,2.0,58.0,23.0,83.0,95.0,7.25,1010,7.0,280,1
2013-10-14,10.03085782887608,11.0,7.0,0.0,5.4,2.0,64.0,18.0,96.0,94.0,2.7,1007,7.0,238,0
2013-10-15,9.642349740453758,13.0,7.0,0.0,10.8,3.0,71.0,16.0,59.0,89.0,0.5,1010,7.0,260,0
2013-10-16,9.973117715233698,14.0,6.0,0.0,6.9,3.0,78.0,25.0,62.0,96.0,7.25,1010,6.0,149,0
2013-10-17,9.471033686583256,17.0,10.0,0.0,10.0,3.0,85.0,26.0,38.0,88.0,0.7,1013,9.0,244,0
2013-10-18,9.360215124263998,17.0,10.0,0.0,10.0,3.0,91.0,18.0,66.0,91.0,0.2,1014,7.0,155,0
2013-10-19,9.621036944275543,18.0,12.0,0.0,7.1,4.0,98.0,25.0,51.0,90.0,0.2,1006,9.0,178,1
2013-10-20,10.165735323060636,17.0,11.0,0.0,7.1,3.0,95.0,28.0,42.0,88.0,1.2,1006,10.0,187,1
2013-10-21,9.47261790161694,16.0,12.0,0.0,5.4,3.0,88.0,31.0,59.0,93.0,0.7,1006,8.0,184,0
2013-10-22,9.311661470284834,18.0,14.0,0.0,5.4,4.0,81.0,32.0,43.0,90.0,1.3,998,10.0,171,0
2013-10-23,9.17752810922218,16.0,11.0,0.0,7.1,3.0,75.0,31.0,38.0,84.0,0.3,999,9.0,219,0
2013-10-24,9.201848314764195,17.0,9.0,0.0,8.7,3.0,68.0,17.0,28.0,88.0,0.1,1013,7.0,170,0
2013-10-25,9.181840584751637,18.0,12.0,0.0,7.1,4.0,61.0,32.0,51.0,88.0,2.9,1005,8.0,169,0
2013-10-26,9.615820562148633,16.0,13.0,0.0,3.8,3.0,54.0,32.0,71.0,91.0,0.8,1005,9.0,198,1
2013-10-27,10.330035425125144,15.0,11.0,0.0,7.0,3.0,48.0,37.0,57.0,83.0,2.4,997,9.0,213,1
2013-10-28,9.8814403397806,14.0,8.0,0.0,5.4,3.0,41.0,40.0,61.0,85.0,7.25,992,9.0,219,0
2013-10-29,9.914410665652676,12.0,7.0,0.0,8.7,3.0,34.0,29.0,22.0,83.0,0.4,1010,10.0,253,0
2013-10-30,9.929816675755823,13.0,5.0,0.0,8.7,2.0,27.0,23.0,23.0,86.0,1.0,1020,9.0,222,0
2013-10-31,9.970303794972066,14.0,10.0,0.0,5.4,3.0,21.0,25.0,84.0,91.0,2.9,1017,10.0,213,0
2013-11-01,9.821781351666344,15.0,11.0,0.0,3.7,3.0,14.0,19.0,89.0,94.0,1.8,1009,5.0,193,0
2013-11-02,9.977709802137491,14.0,8.0,0.0,5.3,3.0,7.0,25.0,66.0,89.0,0.7,999,6.0,187,1
2013-11-03,11.044185633660698,11.0,6.0,0.0,8.7,2.0,0.0,35.0,27.0,81.0,2.4,999,10.0,221,1
2013-11-04,10.321917919788056,9.0,5.0,0.0,8.7,3.0,7.0,25.0,39.0,87.0,7.25,992,9.0,290,0
2013-11-05,10.710369121202776,12.0,4.0,0.0,5.2,2.0,13.0,28.0,55.0,91.0,3.6,994,7.0,231,0
2013-11-06,10.4785114663519,14.0,7.0,0.0,3.5,3.0,20.0,27.0,72.0,96.0,2.2,999,7.0,223,0
2013-11-07,10.119346701947553,12.0,8.0,0.0,8.7,3.0,27.0,19.0,46.0,87.0,0.2,1006,8.0,251,0
2013-11-08,10.53117364375844,12.0,6.0,0.0,5.2,2.0,34.0,19.0,66.0,91.0,1.0,1006,6.0,215,0
2013-11-09,11.306920570387508,10.0,4.0,0.0,6.9,2.0,40.0,18.0,60.0,92.0,0.7,1006,7.0,234,1
2013-11-10,11.553900733153432,8.0,3.0,0.0,8.7,2.0,47.0,20.0,36.0,91.0,3.9,1014,9.0,289,1
2013-11-11,11.00790902066307,12.0,3.0,0.0,3.4,2.0,54.0,28.0,78.0,94.0,4.8,1022,8.0,180,0
2013-11-12,10.404712577565586,11.0,8.0,0.0,6.9,3.0,61.0,18.0,57.0,93.0,3.7,1025,6.0,307,0
2013-11-13,10.66963555559198,9.0,4.0,0.0,8.7,3.0,68.0,14.0,12.0,87.0,0.0,1032,8.0,266,0
2013-11-14,10.644338284744457,9.0,4.0,0.0,8.7,3.0,74.0,34.0,34.0,86.0,0.3,1023,10.0,285,0
2013-11-15,10.788005591880424,8.0,2.0,0.0,8.7,3.0,81.0,22.0,9.0,86.0,0.0,1032,10.0,221,0
2013-11-16,11.295799882863758,9.0,3.0,0.0,8.7,2.0,88.0,11.0,22.0,87.0,0.0,1031,9.0,298,1
2013-11-17,11.881618532239385,9.0,4.0,0.0,3.3,2.0,95.0,11.0,80.0,95.0,0.2,1024,3.0,68,1
2013-11-18,11.04427190252798,9.0,6.0,0.0,5.1,2.0,100.0,10.0,88.0,95.0,0.5,1011,3.0,254,0
2013-11-19,11.095023002976996,5.0,1.0,0.0,8.7,2.0,92.0,25.0,19.0,87.0,0.0,1013,10.0,319,0
2013-11-20,11.833861621637316,5.0,-1.0,0.0,5.1,1.0,85.0,29.0,56.0,93.0,6.0,1004,9.0,261,0
2013-11-21,11.63428671185587,6.0,2.0,0.0,8.7,1.0,78.0,32.0,52.0,92.0,2.9,1003,10.0,174,0
2013-11-22,11.509981008546513,7.0,2.0,0.0,8.7,1.0,72.0,32.0,39.0,88.0,0.1,1017,10.0,310,0
2013-11-23,11.770955990519582,6.0,2.0,0.0,6.9,1.0,65.0,25.0,63.0,93.0,0.2,1023,10.0,309,1
2013-11-24,12.427183924970803,7.0,1.0,0.0,5.1,2.0,58.0,26.0,48.0,93.0,0.1,1029,10.0,260,1
2013-11-25,11.567541650389256,6.0,1.0,0.0,8.2,2.0,51.0,24.0,36.0,92.0,0.0,1037,10.0,344,0
2013-11-26,11.44326819772285,6.0,0.0,0.0,8.2,1.0,44.0,18.0,41.0,92.0,0.0,1038,7.0,328,0
2013-11-27,11.525598206644585,9.0,2.0,0.0,3.1,2.0,38.0,11.0,94.0,97.0,0.3,1034,2.5,239,0
2013-11-28,11.05348450686026,8.0,4.0,0.0,6.8,2.0,31.0,13.0,75.0,96.0,0.0,1034,2.5,210,0
2013-11-29,10.996838790175438,10.0,5.0,0.0,3.1,2.0,24.0,28.0,77.0,91.0,0.0,1027,8.0,269,0
2013-11-30,11.530147006667963,7.0,2.0,0.0,8.1,2.0,17.0,27.0,32.0,91.0,0.0,1026,9.0,329,1
2013-12-01,12.262636115288611,7.0,1.0,0.0,6.8,1.0,11.0,16.0,34.0,94.0,0.0,1032,6.0,246,1
2013-12-02,11.23904212884728,9.0,3.0,0.0,8.1,2.0,4.0,17.0,54.0,94.0,0.0,1034,5.0,45,0
2013-12-03,11.414006242282928,6.0,2.0,0.0,3.0,1.0,3.0,10.0,54.0,88.0,0.0,1029,7.0,159,0
2013-12-04,11.356104389268292,8.0,4.0,0.0,4.9,2.0,10.0,22.0,50.0,89.0,0.0,1028,10.0,282,0
2013-12-05,11.815181587614587,8.0,0.0,0.0,6.8,2.0,17.0,42.0,22.0,88.0,0.0,1024,10.0,254,0
2013-12-06,11.605175194882811,6.0,2.0,0.0,8.0,1.0,23.0,28.0,43.0,88.0,0.1,1027,9.0,270,0
2013-12-07,11.92426191308594,9.0,5.0,0.0,8.0,3.0,30.0,24.0,56.0,94.0,0.0,1026,10.0,253,1
2013-12-08,12.080541302382349,10.0,4.0,0.0,6.8,2.0,37.0,31.0,44.0,93.0,0.0,1025,10.0,238,1
2013-12-09,11.223678124609377,10.0,5.0,0.0,8.0,2.0,44.0,25.0,33.0,94.0,0.0,1028,9.0,220,0
2013-12-10,11.37842999685178,9.0,4.0,0.0,8.0,2.0,50.0,19.0,31.0,93.0,0.0,1031,6.0,181,0
2013-12-11,11.70771095896282,8.0,3.0,0.0,8.0,3.0,57.0,20.0,12.0,88.0,0.0,1029,9.0,161,0
2013-12-12,11.641280485045998,9.0,4.0,0.0,6.8,2.0,64.0,26.0,40.0,92.0,0.0,1025,10.0,187,0
2013-12-13,11.392124632381138,10.0,7.0,0.0,3.0,2.0,71.0,29.0,73.0,95.0,2.4,1020,8.0,197,0
2013-12-14,11.736654732785604,10.0,4.0,0.0,6.8,2.0,77.0,37.0,43.0,87.0,0.2,1022,9.0,217,1
2013-12-15,12.257546770273972,12.0,9.0,0.0,4.8,3.0,84.0,39.0,78.0,94.0,2.3,1019,7.0,198,1
2013-12-16,11.170061069289488,12.0,9.0,0.0,1.9,3.0,91.0,36.0,99.0,94.0,3.7,1016,8.0,225,0
2013-12-17,11.370127618027013,6.0,5.0,0.0,3.8,2.0,98.0,10.0,82.0,94.0,7.25,1022,8.0,207,0
2013-12-18,11.299923288375734,10.0,4.0,0.0,5.8,2.0,95.0,37.0,68.0,93.0,5.6,1009,7.0,199,0
2013-12-19,11.444299355214245,7.0,4.0,0.0,5.8,3.0,89.0,27.0,41.0,88.0,7.25,1002,9.0,222,0
2013-12-20,11.489317353375071,7.0,3.0,0.0,5.8,2.0,82.0,36.0,28.0,89.0,0.1,1018,10.0,215,0
2013-12-21,12.1239978481409,11.0,9.0,0.0,1.9,2.0,75.0,48.5,89.0,94.0,7.25,1013,8.0,197,1
2013-12-22,11.942015860700998,9.0,4.0,0.0,5.8,2.0,68.0,38.0,23.0,88.0,1.7,1010,10.0,223,1
2013-12-23,12.046325175900549,10.0,3.0,0.0,1.9,2.0,62.0,48.0,79.0,92.0,7.25,1000,8.0,190,0
2013-12-24,11.9816715628868,10.0,5.0,0.0,5.8,2.0,55.0,43.0,56.0,88.0,7.25,979,9.0,199,0
2013-12-25,12.542846951048404,8.0,3.0,0.0,5.8,3.0,48.0,25.0,34.0,90.0,0.1,984,8.0,190,1
2013-12-26,11.655858515167548,6.0,1.0,0.0,5.8,1.0,41.0,20.0,34.0,93.0,0.0,994,8.0,224,1
2013-12-27,11.661978447570531,10.0,6.0,0.0,5.8,2.0,34.0,48.5,42.0,87.0,1.6,987,10.0,201,0
2013-12-28,11.61678248063884,7.0,4.0,0.0,5.8,3.0,28.0,25.0,21.0,86.0,0.0,997,10.0,229,1
2013-12-29,11.973592787575935,6.0,1.0,0.0,5.8,2.0,21.0,29.0,22.0,91.0,0.0,1014,10.0,243,1
2013-12-30,11.813610424926514,9.0,6.0,0.0,3.9,2.0,14.0,48.0,68.0,91.0,6.5,1011,7.0,193,0
2013-12-31,11.91391723983134,10.0,5.0,0.0,2.0,2.0,7.0,34.0,72.0,95.0,4.4,1005,9.0,182,0
2014-01-01,12.302586389860757,9.0,6.0,0.0,2.0,2.0,1.0,47.0,75.0,93.0,7.25,994,8.0,176,1
2014-01-02,11.22334718637522,9.0,5.0,0.0,5.8,2.0,6.0,34.0,41.0,91.0,0.1,993,10.0,205,0
2014-01-03,11.489046069496178,9.0,6.0,0.0,5.8,2.0,13.0,46.0,52.0,86.0,0.0,994,10.0,203,0
2014-01-04,11.995096292351445,8.0,4.0,0.0,2.0,2.0,20.0,34.0,81.0,94.0,4.5,994,10.0,206,1
2014-01-05,12.611274064105077,8.0,2.0,0.0,2.0,2.0,26.0,35.0,47.0,93.0,0.8,1000,8.0,204,1
2014-01-06,11.40851636882964,11.0,8.0,0.0,5.8,3.0,33.0,48.0,62.0,90.0,1.0,995,10.0,202,0
