day,avg_energy,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,IsBankHoliday
2012-10-16,9.875233717594865,14,8,0.0,10.8,3,6,7,8,11,8,32,37,81,4.2,1001,14,10,215,20,0
2012-10-17,9.77540481074986,15,9,0.0,8.5,3,13,9,10,12,10,30,61,84,7.5,999,15,9,169,19,0
2012-10-18,9.611267576495887,15,11,0.0,8.5,3,19,11,11,13,11,27,73,89,3.5,1002,15,8,175,17,0
2012-10-19,10.15502473129416,13,12,0.0,3.8,3,26,12,12,12,12,12,92,96,17.0,1007,13,7,131,8,0
2012-10-20,10.286956328321873,14,8,0.0,5.5,3,33,10,11,11,11,10,65,91,3.5,1016,14,6,189,6,1
2012-10-21,10.951931969814126,11,10,0.0,3.8,3,40,10,9,10,9,20,91,96,16.3,1018,11,6,39,13,1
2012-10-22,10.223638782031394,16,12,0.0,3.8,3,46,13,13,14,13,14,86,96,2.5,1020,16,5,50,9,0
2012-10-23,10.080434846480426,16,12,0.0,7.1,3,53,13,13,13,13,11,67,95,0.8,1024,16,4,59,8,0
2012-10-24,9.784203703447012,15,11,0.0,3.8,3,60,12,12,13,12,21,89,95,1.3,1020,15,5,50,13,0
2012-10-25,10.06168575535291,13,9,0.0,3.8,3,67,11,10,12,10,27,81,91,1.2,1017,13,8,56,18,0
2012-10-26,10.663071014094204,8,3,0.0,3.8,2,74,5,3,7,3,30,77,89,4.4,1013,8,6,70,20,0
2012-10-27,11.299429710326088,8,0,0.0,7.0,1,80,0,-1,4,-1,37,24,79,0.2,1015,8,10,340,24,1
2012-10-28,12.064597826014493,9,0,0.0,3.7,2,87,3,1,5,1,22,77,90,0.9,1015,9,8,250,14,1
2012-10-29,11.005619020471014,12,6,0.0,5.4,2,94,7,6,9,6,20,84,93,2.9,1009,12,7,238,13,0
2012-10-30,10.808533792788548,10,6,0.0,8.7,2,100,5,5,7,5,15,50,87,0.1,1005,10,7,273,10,0
2012-10-31,10.826462220619677,11,6,0.0,3.7,2,93,7,6,8,6,31,84,89,0.4,991,11,6,184,18,0
2012-11-01,10.78168858606884,10,4,0.0,8.7,2,86,6,5,7,5,24,60,89,16.0,979,10,9,222,16,0
2012-11-02,11.026956710777034,10,4,0.0,8.7,2,79,3,3,6,3,27,22,83,0.2,991,10,10,228,16,0
2012-11-03,11.392886070041659,9,4,0.0,8.7,2,72,3,3,6,3,22,39,82,0.0,997,9,10,217,13,1
2012-11-04,12.618036044086217,5,3,0.0,3.5,1,65,3,1,4,1,26,83,96,18.4,995,5,5,199,15,1
2012-11-05,11.390521558840579,8,3,0.0,8.7,2,59,3,2,5,2,18,39,90,0.0,1005,8,6,215,11,0
2012-11-06,11.532459992487327,8,2,0.0,5.2,2,52,4,2,5,2,23,47,90,1.1,1020,8,6,280,14,0
2012-11-07,11.246270093320058,10,4,0.0,6.9,2,45,5,4,7,4,25,68,92,0.0,1024,10,8,254,15,0
2012-11-08,10.945955830104996,11,6,0.0,6.9,2,38,6,6,8,6,23,52,89,0.0,1019,11,10,247,14,0
2012-11-09,10.933946624895965,10,6,0.0,5.2,2,32,7,6,8,6,20,61,91,0.2,1010,10,9,197,12,0
2012-11-10,11.421789797774963,10,6,0.0,5.2,2,25,7,6,8,6,15,63,95,2.9,998,10,5,230,10,1
2012-11-11,12.024949708954413,9,3,0.0,8.7,2,18,4,4,6,4,15,22,91,0.0,1011,9,6,271,9,1
2012-11-12,11.402977572381985,10,4,0.0,3.4,2,11,7,5,8,5,23,69,95,3.1,1021,10,6,211,13,0
2012-11-13,10.704661240586,14,9,0.0,3.4,3,5,10,9,11,9,22,82,95,0.2,1026,14,9,203,14,0
2012-11-14,10.686837247775768,13,7,0.0,8.7,3,2,9,9,10,9,13,70,94,0.0,1026,13,4,121,8,0
2012-11-15,10.939482095081374,13,5,0.0,8.7,2,9,6,6,7,6,8,60,91,0.0,1023,13,6,118,5,0
2012-11-16,11.27753453880651,9,4,0.0,5.1,2,16,6,6,7,6,12,68,92,0.0,1015,9,9,157,8,0
2012-11-17,11.489669679985536,11,8,0.0,5.1,3,23,8,8,10,8,21,71,93,0.2,1007,11,9,251,13,1
2012-11-18,12.082729885789188,8,4,0.0,8.7,3,29,4,5,6,5,12,18,86,0.0,1014,8,9,259,7,1
2012-11-19,11.406281271710052,10,3,0.0,5.1,2,36,5,4,7,4,32,50,89,0.2,1011,10,9,174,18,0
2012-11-20,11.292340201843817,13,10,0.0,3.3,3,43,10,9,11,9,39,98,94,6.4,1009,13,8,176,24,0
2012-11-21,11.323918474258857,12,5,0.0,3.3,2,50,7,5,9,5,34,64,92,5.6,1008,12,10,189,21,0
2012-11-22,10.999051357486438,11,7,0.0,6.9,3,56,8,6,9,6,43,52,89,0.1,1011,11,10,185,25,0
2012-11-23,11.014705372146862,10,6,0.0,8.7,2,63,7,6,8,6,18,37,94,4.5,1011,10,7,207,11,0
2012-11-24,12.094914814035086,8,5,0.0,3.2,2,70,6,5,7,5,24,69,97,10.6,1011,8,5,122,14,1
2012-11-25,12.185806184487433,10,5,0.0,6.8,2,77,7,5,9,5,43,55,88,6.0,1001,10,8,208,27,1
2012-11-26,11.508233272983725,10,6,0.0,6.8,2,84,7,6,8,6,19,76,93,12.4,998,10,5,224,12,0
2012-11-27,11.6814518979566,7,5,0.0,3.1,2,90,5,2,6,2,30,92,97,9.6,1003,7,8,333,18,0
2012-11-28,11.964667871234859,6,2,0.0,3.1,1,97,3,0,4,0,34,71,93,0.1,1012,6,10,339,21,0
2012-11-29,12.060980835960947,4,0,0.0,8.2,1,96,0,-3,1,-3,25,46,93,0.0,1012,4,8,328,15,0
2012-11-30,12.300572694104883,4,0,0.0,8.1,2,89,-1,-1,1,-1,13,19,88,0.0,1012,4,9,313,8,0
2012-12-01,13.121752440741412,5,-1,0.0,4.9,1,83,0,-3,1,-3,21,38,90,0.5,1014,5,9,293,12,1
2012-12-02,13.715528944808248,4,-2,0.0,8.1,2,76,-1,-3,0,-3,21,17,87,0.0,1016,4,10,277,12,1
2012-12-03,12.393292202569205,8,2,0.0,6.8,2,69,5,2,5,2,30,71,95,6.1,1008,8,8,235,17,0
2012-12-04,12.268467703220555,6,1,0.0,6.8,1,62,1,-2,3,-2,33,28,92,0.0,1003,6,10,271,18,0
2012-12-05,12.736527133918234,3,-1,1.7,6.8,1,56,-1,-3,1,-3,25,23,90,2.0,1007,3,6,315,15,0
2012-12-06,13.005750001573807,3,-2,0.0,4.9,1,49,-2,-4,0,-4,27,55,83,0.6,1014,3,9,238,15,0
2012-12-07,12.827951519880607,4,1,0.0,6.8,1,42,1,-3,2,-3,42,57,91,4.8,1001,4,9,289,24,0
2012-12-08,12.786986796057151,4,0,0.0,6.8,1,35,1,-2,1,-2,23,46,95,0.0,1023,4,8,310,12,1
2012-12-09,13.41899077643335,8,1,0.0,4.9,2,28,4,0,5,0,37,61,94,0.1,1019,8,10,265,21,1
2012-12-10,12.528336346625656,4,0,0.0,8.0,2,22,0,-3,2,-3,33,16,90,0.0,1021,4,10,326,19,0
2012-12-11,11.774059152261216,5,0,0.0,8.0,2,15,-1,-2,1,-2,15,8,89,0.0,1029,5,10,173,9,0
2012-12-12,13.263260721331644,4,-2,0.0,6.8,1,8,-2,-2,0,-2,13,50,85,0.0,1021,4,10,193,7,0
2012-12-13,13.322344429088277,2,-2,0.0,7.9,2,1,-2,-4,0,-4,17,43,88,0.0,1006,2,9,101,10,0
2012-12-14,13.083142573113806,10,2,0.0,3.0,2,5,5,2,6,2,42,84,96,10.2,987,10,7,152,24,0
2012-12-15,12.453758321382054,10,6,0.0,6.7,2,12,6,3,7,3,36,40,92,0.0,991,10,10,208,19,1
2012-12-16,12.760848226790882,9,4,0.0,5.8,3,19,5,3,6,3,29,24,93,0.0,1000,9,10,213,15,1
2012-12-17,11.94202134953863,8,5,0.0,5.8,2,26,4,2,6,2,31,53,91,0.0,1001,8,10,231,16,0
2012-12-18,11.958192432603187,6,1,0.0,5.8,1,33,3,1,3,1,21,60,96,0.1,1014,6,7,280,12,0
2012-12-19,12.401265928638669,6,3,0.0,1.9,2,39,4,1,5,1,30,72,94,2.2,1017,6,7,124,17,0
2012-12-20,12.243113504580014,9,6,0.0,1.9,2,46,7,4,8,4,35,100,97,17.7,1003,9,8,147,22,0
2012-12-21,12.018693910529176,9,6,0.0,5.8,2,53,6,4,7,4,25,69,95,0.1,1009,9,10,249,15,0
2012-12-22,12.358784121642197,12,6,0.0,1.9,2,60,8,6,9,6,34,100,97,17.3,1006,12,6,192,20,1
2012-12-23,11.934522669205657,12,9,0.0,3.8,3,66,10,8,11,8,35,78,93,1.8,1003,12,9,229,22,1
2012-12-24,12.053878649410484,12,7,0.0,1.9,2,73,8,6,9,6,34,90,94,7.5,1000,12,8,190,22,0
2012-12-25,12.50931242090662,10,7,0.0,3.8,2,80,7,4,8,4,34,75,92,2.1,995,10,10,219,21,1
2012-12-26,11.672571195120623,9,4,0.0,1.9,2,87,6,3,7,3,37,63,95,5.0,1004,9,10,228,21,1
2012-12-27,11.842862118704645,8,4,0.0,1.9,2,93,5,1,6,1,38,57,94,3.9,1005,8,9,252,23,0
2012-12-28,11.768871214366044,11,3,0.0,1.9,2,100,8,5,8,5,35,89,96,1.3,1017,11,7,201,21,0
2012-12-29,11.67416811632209,10,6,0.0,1.9,2,93,8,5,9,5,47,83,92,2.4,1004,10,9,198,30,1
2012-12-30,11.900980408670415,8,4,0.0,3.9,2,86,4,2,6,2,43,39,86,0.1,1009,8,10,223,25,1
2012-12-31,11.901235485449927,11,9,0.0,2.0,2,79,9,6,10,6,44,97,95,4.8,1004,11,7,212,28,0
2013-01-01,11.839174315490657,6,3,0.0,5.8,2,73,4,1,5,1,30,29,91,0.3,1007,6,10,270,18,1
2013-01-02,12.016655478900581,8,3,0.0,2.0,2,66,4,1,5,1,29,62,96,1.2,1022,8,10,256,16,0
2013-01-03,11.399221153301886,12,8,0.0,3.9,3,59,9,7,9,7,30,61,95,0.0,1032,12,10,263,17,0
2013-01-04,11.417019771068384,10,6,0.0,5.8,2,52,7,6,8,6,24,56,94,0.0,1037,10,8,263,14,1
2013-01-05,11.709835508995285,10,5,0.0,3.9,2,46,7,6,8,6,18,80,96,0.1,1035,10,4,251,10,1
2013-01-06,12.422263291054255,9,5,0.0,5.8,2,39,6,5,7,5,16,46,94,0.1,1032,9,6,244,9,1
2013-01-07,11.657582985688373,9,6,0.0,3.9,2,32,6,5,7,5,19,86,94,0.1,1027,9,7,202,12,0
2013-01-08,11.23940515067102,10,6,0.0,5.8,2,25,7,5,8,5,24,71,95,0.3,1024,10,9,215,14,0
2013-01-09,11.3348165006165,8,3,0.0,5.8,2,18,6,5,7,5,15,53,94,3.7,1021,8,8,108,10,0
2013-01-10,12.066789224977326,5,1,0.0,5.8,1,12,0,0,2,0,11,41,87,0.0,1016,5,9,312,7,0
2013-01-11,12.109949356017426,4,0,0.0,5.8,2,5,0,-1,2,-1,12,29,88,0.0,1017,4,10,259,6,0
2013-01-12,13.060453604158345,3,1,0.0,2.0,1,2,1,-2,2,-2,31,86,89,3.2,1013,3,6,92,18,1
2013-01-13,13.662229805009984,3,-1,0.2,3.9,1,9,-2,-4,0,-4,24,66,86,0.2,1019,3,10,65,14,1
2013-01-14,13.182834058623818,2,-1,0.3,3.1,1,15,-1,-3,0,-3,20,83,91,4.3,1012,2,9,249,12,0
2013-01-15,12.94372035660069,1,-4,0.0,5.1,1,22,-2,-6,-1,-6,26,74,96,0.8,1008,1,5,329,15,0
2013-01-16,13.147535511153498,1,-4,0.0,8.7,1,29,-4,-6,-3,-6,12,31,94,0.0,1013,1,6,39,6,0
2013-01-17,13.278687022337332,0,-6,0.0,8.7,1,36,-4,-5,-3,-5,13,33,88,0.0,1017,0,8,92,7,0
2013-01-18,14.045839360912229,-2,-3,5.6,3.3,1,42,-3,-7,-2,-7,30,92,92,6.6,1005,-2,3,118,20,0
2013-01-19,14.703919119865503,1,-2,2.0,3.3,1,49,-1,-5,-1,-5,25,94,96,2.3,997,1,5,53,17,1
2013-01-20,15.021899673300618,0,-3,5.6,3.3,1,56,-2,-7,-2,-7,22,98,96,6.6,995,0,5,98,15,1
2013-01-21,13.903375748700235,0,-4,0.2,6.9,1,63,-3,-4,-3,-4,7,64,96,0.2,994,0,4,232,4,0
2013-01-22,13.526971272672728,2,-3,1.4,3.3,1,70,-1,-4,0,-4,25,60,95,1.7,1001,2,7,95,14,0
2013-01-23,13.344442645573533,1,-1,3.5,3.3,1,76,0,-4,1,-4,26,93,95,4.1,1007,1,5,73,16,0
2013-01-24,13.36720356667273,1,-3,0.5,8.7,1,83,-1,-4,-1,-4,18,56,95,0.7,1016,1,6,45,11,0
2013-01-25,13.420702272738854,1,-4,0.0,6.9,1,90,-2,-5,-1,-5,22,54,94,0.1,1015,1,7,161,13,0
2013-01-26,12.848888261492265,3,1,0.0,8.7,1,97,2,-2,2,-2,35,56,98,4.3,1006,3,9,215,19,1
2013-01-27,12.928393265368516,8,4,0.0,8.7,2,97,4,2,6,2,48,48,88,2.0,998,8,8,217,28,1
2013-01-28,12.347051318471337,8,1,0.0,6.9,2,90,4,1,5,1,43,51,89,0.6,1006,8,9,218,25,0
2013-01-29,11.618708902129985,13,8,0.0,3.4,3,83,10,7,10,7,44,84,95,1.5,1003,13,6,219,27,0
2013-01-30,11.080083377334791,10,5,0.0,8.7,2,76,7,5,9,5,47,44,85,8.8,1006,10,9,241,29,0
2013-01-31,11.2815322518586,10,5,0.0,8.7,2,69,5,3,7,3,46,32,86,0.8,1013,10,10,237,27,0
2013-02-01,11.580635552032817,6,2,0.0,3.4,1,63,4,1,4,1,23,79,97,8.9,1003,6,7,275,14,0
2013-02-02,12.359468647921984,4,0,0.0,6.9,1,56,0,-3,2,-3,34,38,87,0.0,1014,4,10,328,20,1
2013-02-03,13.305082923018041,8,0,0.0,3.4,1,49,2,0,4,0,32,66,89,0.3,1019,8,9,251,19,1
2013-02-04,11.623015315952598,9,4,0.0,8.7,2,42,5,3,7,3,41,36,85,0.1,1013,9,10,259,24,0
2013-02-05,12.010271650574293,5,1,0.0,8.7,1,36,-1,-2,3,-2,41,59,77,0.8,1000,5,9,249,26,0
2013-02-06,12.253640954175784,5,1,0.1,3.5,1,29,1,-2,3,-2,39,71,85,0.7,1005,5,9,325,25,0
2013-02-07,12.238016410849745,5,-1,0.2,8.2,1,22,-2,-3,2,-3,25,43,78,0.2,1017,5,9,308,16,0
2013-02-08,12.112737733430604,5,-1,0.0,9.8,1,15,-2,-3,1,-3,24,62,80,0.0,1019,5,10,327,14,0
2013-02-09,12.858372606273937,4,0,0.0,8.3,1,9,0,-1,2,-1,14,63,89,0.2,1019,4,7,252,9,1
2013-02-10,13.598128215684845,4,1,2.3,4.9,1,2,2,-2,2,-2,30,100,98,10.9,1001,4,6,139,19,1
2013-02-11,13.058674872775347,3,0,5.2,4.9,1,5,1,-3,1,-3,23,97,95,7.0,999,3,4,51,16,0
2013-02-12,12.940775165536104,2,-2,0.3,5.0,1,12,-1,-3,0,-3,18,85,92,0.3,1015,2,9,39,12,0
2013-02-13,12.717150756451908,1,-3,0.0,6.6,1,19,-1,-4,0,-4,23,73,91,0.2,1021,1,9,133,14,0
2013-02-14,11.98077550569447,9,2,0.0,8.3,2,25,4,1,5,1,34,68,96,3.3,1012,9,9,243,19,0
2013-02-15,11.552171169635036,9,1,0.0,10.0,2,32,3,2,5,2,20,34,87,0.1,1019,9,10,295,11,0
2013-02-16,11.562667457492243,9,4,0.0,6.7,2,39,3,5,6,5,11,68,80,0.0,1023,9,10,207,6,1
2013-02-17,12.029635317275384,8,2,0.0,10.1,2,46,2,1,4,1,20,23,87,0.0,1022,8,9,126,12,1
2013-02-18,11.510227820372398,8,1,0.0,10.1,1,52,1,0,3,0,21,15,86,0.0,1020,8,9,110,13,0
2013-02-19,11.385007311371115,10,0,0.0,10.2,3,59,1,3,4,3,9,20,81,0.0,1019,10,10,171,5,0
2013-02-20,11.72789590342115,4,-1,0.0,8.4,1,66,0,-2,2,-2,27,45,87,0.3,1023,4,7,75,17,0
2013-02-21,12.791991039155086,3,-2,0.0,10.0,2,73,-5,-5,0,-5,27,26,72,0.0,1024,3,10,73,18,0
2013-02-22,12.856231823475552,3,-2,0.3,8.4,1,80,-5,-6,0,-6,27,47,70,0.3,1021,3,10,36,18,0
2013-02-23,13.245570067374976,2,-2,0.2,5.4,1,86,-5,-5,0,-5,24,83,73,0.2,1021,2,10,109,15,1
2013-02-24,14.014281602546719,3,-3,0.2,6.9,1,93,-4,-5,0,-5,29,64,77,0.2,1023,3,9,177,18,1
2013-02-25,13.05905549357143,5,-2,0.2,5.4,1,100,0,-3,2,-3,29,86,86,0.4,1026,5,8,182,19,0
2013-02-26,12.573332295915002,6,2,0.0,5.4,1,93,2,-1,3,-1,26,86,92,1.8,1031,6,4,30,17,0
2013-02-27,12.05875947950174,7,2,0.0,10.1,1,87,1,0,4,0,24,62,86,0.4,1034,7,9,28,17,0
2013-02-28,11.990561005420801,8,1,0.0,8.5,1,80,1,0,4,0,25,60,87,1.8,1030,8,10,36,16,0
2013-03-01,12.048498896231617,8,1,0.0,5.5,2,73,1,1,4,1,21,73,85,0.6,1029,8,8,32,14,0
2013-03-02,12.30885089249862,7,0,0.0,11.0,1,66,0,1,3,1,12,24,82,0.0,1027,7,7,22,7,1
2013-03-03,12.735906984044117,7,1,0.0,10.1,1,60,2,2,4,2,14,35,85,0.0,1024,7,10,94,9,1
2013-03-04,11.48185908664459,9,0,0.0,11.1,2,53,1,0,4,0,24,34,86,0.0,1015,9,9,95,14,0
2013-03-05,10.860480589622815,15,3,0.0,11.1,2,46,5,6,8,6,16,25,86,0.0,1005,15,8,139,9,0
2013-03-06,10.675248342347313,15,6,0.0,10.1,3,39,7,8,10,8,18,60,83,0.8,1001,15,10,98,11,0
2013-03-07,10.889469267813766,9,7,0.0,5.6,2,32,7,6,8,6,17,99,93,11.1,997,9,8,85,11,0
2013-03-08,10.930170228150333,10,7,0.0,5.6,2,26,8,7,9,7,13,98,96,13.9,997,10,5,101,8,0
2013-03-09,11.55987806107939,9,3,0.0,7.1,2,19,5,5,6,5,13,78,92,4.1,1002,9,7,252,9,1
2013-03-10,12.823072729773523,4,-1,0.5,5.7,1,12,0,-2,2,-2,27,87,87,0.8,1006,4,7,75,19,1
2013-03-11,13.106772969747743,1,-2,0.2,5.7,1,5,-5,-7,-1,-7,41,86,71,1.4,1008,1,3,42,29,0
2013-03-12,12.852295264929085,4,-2,0.0,8.7,1,1,-7,-6,0,-6,37,60,63,0.0,1009,4,10,66,26,0
2013-03-13,12.119938075340952,5,-2,0.0,8.8,1,8,-2,-4,1,-4,25,55,83,0.4,1010,5,10,338,15,0
2013-03-14,11.786081673764748,7,-3,0.0,11.6,1,15,-4,-3,1,-3,16,32,74,0.0,1015,7,7,310,10,0
2013-03-15,11.590859170709678,8,0,0.0,6.0,2,22,2,0,4,0,34,89,87,2.0,1008,8,6,206,21,0
2013-03-16,12.186486909457964,5,4,0.0,6.0,1,29,4,0,5,0,40,93,97,10.2,996,5,7,170,24,1
2013-03-17,12.57778255272962,6,1,0.0,6.0,1,35,3,0,3,0,24,82,96,5.9,991,6,7,208,15,1
2013-03-18,11.816572589134847,8,0,0.0,6.0,2,42,2,2,4,2,10,68,91,1.8,991,8,5,125,6,0
2013-03-19,11.387626705071929,8,0,0.0,7.4,2,49,2,2,4,2,12,76,86,1.8,997,8,5,84,7,0
2013-03-20,11.663214021070111,7,1,0.0,7.4,1,56,2,1,4,1,14,79,87,1.1,1006,7,5,32,10,0
2013-03-21,11.504756133886737,7,-1,0.0,7.5,1,62,0,-1,3,-1,23,65,80,0.2,1016,7,9,99,16,0
2013-03-22,12.071172692490775,6,1,0.0,7.6,1,69,1,-2,3,-2,39,84,88,9.1,1010,6,8,87,26,0
2013-03-23,13.429270813162267,2,1,8.3,6.3,1,76,1,-4,2,-4,32,100,97,11.3,1010,2,5,67,21,1
2013-03-24,14.45982311739291,1,-1,2.2,6.3,1,83,-1,-5,0,-5,29,89,89,2.8,1013,1,3,52,20,1
2013-03-25,13.118294812202326,3,-1,0.1,9.0,1,89,-4,-5,1,-5,31,73,72,0.4,1014,3,7,46,21,0
2013-03-26,12.916559451200149,3,-1,0.6,9.0,1,96,-4,-4,0,-4,27,69,72,0.7,1013,3,9,44,19,0
2013-03-27,12.496044153186771,4,-3,0.4,9.0,1,97,-4,-3,1,-3,23,67,72,0.6,1012,4,8,43,15,0
2013-03-28,12.050954318124653,5,-3,0.2,7.7,1,90,-4,-3,1,-3,22,56,73,0.7,1012,5,9,31,14,0
2013-03-29,12.231575736212319,6,-3,0.0,9.0,1,83,-3,-3,1,-3,20,35,75,0.3,1011,6,9,44,13,1
2013-03-30,11.791903696284658,6,-3,0.3,7.7,1,77,-3,-3,1,-3,21,58,80,0.8,1011,6,7,31,14,1
2013-03-31,11.932720888835489,6,-3,0.1,7.8,1,70,-3,-3,1,-3,18,40,76,0.2,1014,6,5,59,12,1
2013-04-01,11.982422941961147,5,-2,0.8,9.0,1,63,-2,-3,1,-3,29,53,78,1.4,1011,5,7,61,19,0
2013-04-02,11.266251710893286,7,-2,0.0,11.6,2,56,-3,-2,2,-2,30,4,70,0.0,1015,7,10,45,20,0
2013-04-03,11.92322585963744,5,-2,0.2,7.8,1,50,-3,-3,2,-3,32,51,73,0.4,1018,5,8,33,22,0
2013-04-04,12.201972247382052,4,-2,1.2,6.6,1,43,-2,-4,1,-4,33,76,78,2.9,1014,4,5,28,21,0
2013-04-05,11.73147926680859,7,-1,0.3,6.6,1,36,-2,-2,3,-2,33,78,75,1.1,1015,7,7,20,22,0
2013-04-06,11.097177003906685,10,-1,0.0,11.6,3,29,-1,1,4,1,19,29,76,0.0,1023,10,10,82,12,1
2013-04-07,11.158295184648148,10,-1,0.0,11.6,3,22,-1,2,5,2,14,24,72,0.0,1020,10,10,156,9,1
2013-04-08,10.593420449120208,10,2,0.0,10.4,2,16,0,2,5,2,25,67,72,0.1,1006,10,10,80,17,0
2013-04-09,10.90038792317525,8,1,0.0,6.7,2,9,4,1,5,1,22,89,93,4.8,998,8,6,72,14,0
2013-04-10,10.391371941845811,11,2,0.0,9.1,2,2,3,3,5,3,16,78,87,2.7,1004,11,5,186,11,0
2013-04-11,10.559750694216866,11,5,0.0,7.9,2,5,6,5,7,5,19,75,92,10.0,997,11,8,103,12,0
2013-04-12,10.372293049156626,11,5,0.0,6.7,2,11,7,5,8,5,24,78,93,2.3,998,11,9,215,15,0
2013-04-13,10.531617352131997,13,3,0.0,7.9,2,18,6,5,8,5,27,75,90,5.9,1011,13,7,195,17,1
2013-04-14,10.044256442054515,19,9,0.0,11.6,4,25,10,12,13,12,34,51,82,0.1,1013,19,10,196,23,1
2013-04-15,9.319674391896903,15,8,0.0,9.2,3,32,8,9,11,9,27,50,84,0.1,1017,15,10,210,18,0
2013-04-16,9.229876645149323,15,8,0.0,9.2,3,38,7,9,11,9,31,50,80,0.1,1016,15,10,207,21,0
2013-04-17,9.179271748766462,18,7,0.0,12.2,3,45,9,11,12,11,30,59,82,0.2,1014,18,9,192,20,0
2013-04-18,9.250268509649286,13,6,0.0,14.4,3,52,5,6,9,6,38,28,76,0.8,1013,13,10,230,26,0
2013-04-19,9.449012261006875,12,4,0.0,12.3,2,59,4,5,8,5,23,44,81,2.4,1025,12,9,186,15,0
2013-04-20,9.485700092571959,14,4,0.0,14.5,4,66,3,7,9,7,11,0,73,0.2,1032,14,9,77,8,1
2013-04-21,9.996676318429845,14,2,0.0,13.4,3,72,3,8,9,8,12,23,73,0.1,1022,14,10,209,7,1
2013-04-22,9.411523304475395,15,4,0.0,10.2,3,79,5,7,9,7,20,86,81,0.2,1016,15,6,226,13,0
2013-04-23,8.665263373235513,19,9,0.0,14.5,5,86,10,12,13,12,17,38,80,0.2,1019,19,10,260,12,0
2013-04-24,8.647825287894541,20,9,0.0,11.3,4,93,11,13,14,13,15,60,82,0.0,1024,20,7,254,11,0
2013-04-25,8.282066815051968,21,11,0.0,12.4,4,99,12,15,15,15,17,59,82,0.3,1021,21,8,234,12,0
2013-04-26,8.778425148328381,12,6,0.0,13.4,2,94,5,6,8,6,19,49,80,3.2,1015,12,9,331,14,0
2013-04-27,9.525847240364245,10,1,0.0,10.3,2,87,2,3,6,3,19,57,80,1.0,1015,10,8,222,13,1
2013-04-28,10.009824197825683,12,-1,0.0,13.5,2,80,1,4,7,4,18,38,73,0.2,1017,12,8,222,12,1
2013-04-29,9.063038840401413,13,5,0.0,12.4,3,73,4,7,9,7,21,49,76,0.6,1017,13,9,272,14,0
2013-04-30,8.84434200802974,14,4,0.0,14.5,4,67,3,7,9,7,18,19,73,0.0,1024,14,8,117,12,0
2013-05-01,8.79350297401487,15,1,0.0,14.5,4,60,3,7,9,7,16,30,74,0.0,1024,15,8,37,10,0
2013-05-02,8.557386460368235,16,4,0.0,14.5,4,53,2,8,10,8,16,6,63,0.0,1023,16,10,52,11,0
2013-05-03,8.392220837618604,19,2,0.0,14.5,5,46,6,11,12,11,13,11,70,0.0,1020,19,10,245,9,0
2013-05-04,8.868705563111856,14,6,0.0,10.4,3,40,7,8,10,8,26,45,80,1.6,1018,14,10,243,17,1
2013-05-05,8.802536958033885,18,4,0.0,12.5,3,33,8,11,12,11,10,67,79,0.1,1022,18,8,245,6,1
2013-05-06,8.645489666170173,19,11,0.0,10.4,4,26,10,15,15,15,9,71,77,0.7,1020,19,10,153,6,0
2013-05-07,8.306996090936163,21,8,0.0,14.5,5,19,9,15,15,15,12,11,72,0.0,1017,21,10,128,8,0
2013-05-08,8.503730962316142,15,9,0.0,9.5,3,13,9,10,12,10,24,67,84,1.3,1008,15,9,188,16,0
2013-05-09,8.702205214320298,14,5,0.0,13.5,3,6,5,7,10,7,34,44,76,1.1,1009,14,8,211,25,0
2013-05-10,8.600230353333334,14,9,0.0,10.5,3,1,8,9,11,9,30,73,83,1.6,1010,14,9,229,21,0
2013-05-11,9.276239665363128,14,6,0.0,11.5,3,8,8,7,10,7,26,63,88,6.3,1011,14,9,238,17,1
2013-05-12,9.808348296107283,14,3,0.0,12.5,3,15,6,6,9,6,26,64,85,0.8,1015,14,8,249,17,1
2013-05-13,8.813590646115149,13,7,0.0,12.5,3,21,7,8,10,8,29,61,78,1.0,1012,13,10,245,20,0
2013-05-14,9.29040938778171,12,4,0.0,10.6,2,28,6,5,8,5,24,79,88,9.2,1003,12,9,195,16,0
2013-05-15,9.256266530545727,12,6,0.0,12.5,2,35,5,6,9,6,27,54,81,7.8,994,12,10,211,19,0
2013-05-16,8.838438955880708,15,1,0.0,14.5,3,42,6,9,9,9,10,28,79,3.6,1000,15,6,155,6,0
2013-05-17,9.226213351995524,12,4,0.0,10.6,3,48,6,7,9,7,14,72,84,1.4,1006,12,7,79,10,0
2013-05-18,9.151049785176207,15,5,0.0,13.5,3,55,6,9,10,9,13,46,78,0.1,1008,15,8,246,8,1
2013-05-19,9.233726035565088,18,7,0.0,13.5,4,62,9,12,13,12,14,31,76,0.0,1011,18,8,120,9,1
2013-05-20,9.019062861238574,17,9,0.0,9.7,3,69,12,12,13,12,20,88,90,2.5,1012,17,7,333,14,0
2013-05-21,8.764399105781425,15,9,0.0,10.7,3,76,10,12,13,12,19,77,85,0.9,1016,15,8,180,14,0
2013-05-22,8.824531155373133,14,8,0.0,10.0,3,82,7,10,11,10,17,77,79,0.7,1018,14,7,274,12,0
2013-05-23,8.90278416695295,11,4,0.0,11.8,2,89,2,4,7,4,24,52,71,1.4,1013,11,10,313,17,0
