day,avg_energy,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,IsBankHoliday
2014-01-02,11.22334718637522,9,5,0.0,5.8,2,6,6,4,7,4,34,41,91,0.1,993,9,10,205,20,0
2014-01-03,11.489046069496178,9,6,0.0,5.8,2,13,6,4,8,4,46,52,86,0.0,994,9,10,203,28,0
2014-01-04,11.995096292351443,8,4,0.0,2.0,2,20,6,3,7,3,34,81,94,4.5,994,8,10,206,21,1
2014-01-05,12.611274064105077,8,2,0.0,2.0,2,26,4,1,5,1,35,47,93,0.8,1000,8,8,204,21,1
2014-01-06,11.408516368829641,11,8,0.0,5.8,3,33,9,7,10,7,48,62,90,1.0,995,11,10,202,30,0
2014-01-07,11.268233677769064,11,8,0.0,5.8,2,40,7,5,9,5,45,48,90,0.4,1003,11,10,204,27,0
2014-01-08,11.00615098007843,10,6,0.0,5.8,2,47,7,5,8,5,32,53,93,0.1,1012,10,10,199,19,0
2014-01-09,11.119571626210153,9,4,0.0,3.9,2,54,6,4,8,4,38,61,91,2.8,1006,9,9,237,23,0
2014-01-10,11.246991144824872,9,3,0.0,3.9,2,60,4,2,5,2,28,43,93,0.4,1014,9,9,217,16,0
2014-01-11,11.538977954370079,7,1,0.0,5.8,2,67,4,2,5,2,22,48,92,1.5,1018,7,10,260,13,1
2014-01-12,12.752337201987016,6,2,0.0,3.9,1,74,3,1,4,1,28,45,91,1.4,1017,6,10,143,16,1
2014-01-13,11.36455371831956,9,4,0.0,5.8,2,81,5,3,6,3,31,46,91,0.7,1005,9,9,200,18,0
2014-01-14,11.333602044617201,5,1,0.0,8.2,2,87,2,0,4,0,21,51,91,0.2,1004,5,9,246,13,0
2014-01-15,11.184849439145838,10,5,0.0,3.1,2,94,8,5,8,5,32,97,96,5.9,999,10,8,189,20,0
2014-01-16,10.95030754302028,10,6,0.0,6.9,2,100,6,5,8,5,32,59,90,0.6,991,10,9,182,20,0
2014-01-17,11.13873606425054,9,5,0.0,6.9,2,92,5,3,7,3,34,59,89,0.8,991,9,8,191,20,0
2014-01-18,11.546570302520676,9,6,0.0,3.3,2,85,6,4,7,4,32,70,92,1.4,992,9,8,151,19,1
2014-01-19,10.635412507516275,7,3,0.0,6.9,2,79,4,4,6,4,19,45,90,0.2,995,7,9,199,11,1
2014-01-20,11.4308828747778,7,1,0.0,8.7,1,72,3,3,4,3,10,32,93,0.0,1007,7,6,188,5,0
2014-01-21,11.370601341502365,6,0,0.0,6.9,1,65,2,1,3,1,18,50,92,0.0,1010,6,5,192,10,0
2014-01-22,11.109560086859732,9,4,0.0,6.9,2,58,5,4,6,4,23,72,93,4.8,1007,9,8,208,14,0
2014-01-23,11.300413875620812,7,2,0.0,6.9,1,52,3,0,4,0,30,53,92,0.0,1012,7,8,266,16,0
2014-01-24,11.409880228867403,7,1,0.0,3.3,1,45,3,1,4,1,21,83,94,2.7,1014,7,5,192,13,0
2014-01-25,11.620778216969217,10,4,0.0,6.9,2,38,5,4,7,4,30,65,91,0.1,1012,10,6,228,18,1
2014-01-26,12.729658709094496,8,2,0.0,5.1,2,31,3,0,4,0,36,46,92,0.0,1003,8,10,226,21,1
2014-01-27,11.75387095609708,7,1,0.0,6.9,1,25,1,-1,3,-1,37,51,87,0.0,990,7,10,223,22,0
2014-01-28,11.57017555420616,8,3,0.0,6.9,2,18,4,1,5,1,33,65,92,2.0,985,8,8,173,19,0
2014-01-29,11.800776505725567,4,3,0.0,3.4,1,11,3,0,3,0,25,99,98,10.1,993,4,7,88,15,0
2014-01-30,11.68516887183488,6,2,0.0,3.4,1,4,3,2,4,2,13,92,97,3.8,1002,6,5,94,8,0
2014-01-31,11.857956924876506,7,1,0.0,5.2,1,3,3,0,4,0,32,84,95,2.2,999,7,6,182,19,0
2014-02-01,11.710581932516307,8,4,0.0,8.7,2,9,4,2,6,2,40,53,85,6.6,990,8,10,207,26,1
2014-02-02,12.07816435568317,9,4,0.0,8.7,3,16,3,2,6,2,36,25,85,0.1,1004,9,10,212,21,1
2014-02-03,11.280011482835082,8,4,0.0,8.7,3,23,3,1,5,1,37,28,86,0.0,1004,8,10,143,21,0
2014-02-04,11.09558443702237,8,3,0.0,8.7,2,30,3,2,6,2,36,52,84,0.4,998,8,9,170,23,0
2014-02-05,11.415104542432058,8,4,0.0,7.0,2,36,4,1,6,1,51,56,90,14.5,982,8,9,172,31,0
2014-02-06,11.445403332361689,8,5,0.0,3.5,2,43,5,3,7,3,39,67,92,12.9,990,8,9,188,23,0
2014-02-07,10.972318254623016,8,4,0.0,9.7,2,50,5,3,7,3,35,73,89,5.3,988,8,9,222,23,0
2014-02-08,11.569300456201628,9,6,0.0,9.8,2,57,4,3,7,3,47,58,84,7.1,979,9,9,192,31,1
2014-02-09,12.202967430863952,7,3,0.0,9.8,2,64,2,0,5,0,46,51,81,0.8,984,7,9,217,29,1
2014-02-10,11.264175173604768,8,2,0.0,8.3,2,70,4,3,5,3,18,66,93,2.5,992,8,8,198,11,0
2014-02-11,11.452649314027418,5,1,0.0,8.3,1,77,2,-1,3,-1,35,50,93,3.1,997,5,10,214,20,0
2014-02-12,11.679099381932021,7,1,0.0,6.6,2,84,3,-1,4,-1,47,58,91,5.8,995,7,8,200,27,0
2014-02-13,11.285736726983496,7,3,0.0,9.9,1,91,1,-1,4,-1,37,28,80,0.1,992,7,10,227,22,0
2014-02-14,11.816914332021467,10,2,0.0,6.6,2,97,4,1,6,1,45,59,91,17.8,991,10,9,177,26,0
2014-02-15,11.490469615202231,10,4,0.0,10.0,2,96,4,2,7,2,54,36,83,0.3,987,10,10,223,34,1
2014-02-16,11.58215902676365,9,1,0.0,10.1,3,89,2,1,5,1,25,19,86,0.0,1006,9,9,228,15,1
2014-02-17,10.979565988197768,10,4,0.0,5.0,2,82,5,3,7,3,30,70,90,1.4,1008,10,9,171,18,0
2014-02-18,10.781897981553204,10,5,0.0,6.7,2,76,6,5,7,5,25,81,94,4.3,1008,10,7,201,15,0
2014-02-19,10.67462360235623,10,3,0.0,5.1,2,69,5,4,7,4,23,70,93,0.3,1011,10,10,230,14,0
2014-02-20,10.573835396803835,11,5,0.0,8.3,2,62,8,6,9,6,34,75,93,1.0,1002,11,7,203,21,0
2014-02-21,10.51812649820144,9,3,0.0,10.2,2,55,3,1,5,1,32,33,85,0.2,1003,9,9,228,20,0
2014-02-22,10.776242109628447,10,3,0.0,10.3,3,48,3,2,6,2,32,27,84,0.0,1009,10,10,223,19,1
2014-02-23,11.480410763265306,12,6,0.0,6.9,2,42,7,5,9,5,44,66,91,0.3,1011,12,9,186,27,1
2014-02-24,10.411403084521426,13,6,0.0,8.5,2,35,6,6,9,6,35,44,85,0.1,1006,13,10,175,21,0
2014-02-25,10.294996596876876,10,5,0.0,10.0,2,28,6,4,8,4,34,54,87,1.1,1001,10,9,186,22,0
2014-02-26,10.20294532237132,10,3,0.0,10.8,3,21,3,3,6,3,24,14,85,0.5,1012,10,9,224,15,0
